Kingdom,Phylum,Class,Order,Family,Genus,Species,Red List status,Year assessed
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,polystoma,VU,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,polyuranodon,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Cirripectes,polyzona,LC,2014
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,STERCORARIIDAE,Stercorarius,pomarinus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Ophiocara,porocephala,LC,2012
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,PALMAE,Basselinia,porphyrea,LR/cd,1998
ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio,porphyrio,LC,2015
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORTHALICIDAE,Placostylus,porphyrostomus,VU,1996
ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,APLOACTINIDAE,Erisphex,pottii,LC,2010
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Dierogekko,poumensis,CR,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,PHOSICHTHYIDAE,Vinciguerria,poweriae,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Syzygium,poyanum,VU,2010
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,praecellens,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cymolutes,praetextatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Myripristis,pralinia,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Sargocentron,praslin,LC,2016
ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,priapus,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Paraluteres,prionurus,LC,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,problematicus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,NETTASTOMATIDAE,Venefica,proboscidea,LC,2015
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,CYPERALES,GRAMINEAE,Eriochloa,procera,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Alepocephalus,productus,LC,2015
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,profundacella,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Holcomycteronus,profundissimus,LC,2015
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,profundorum,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GEMPYLIDAE,Promethichthys,prometheus,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Kermadecia,pronyensis,VU,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,prosopeion,LC,2010
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,proximus,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Leptastrea,pruinosa,LC,2008
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FLACOURTIACEAE,Lasiochlamys,pseudocoriacea,VU,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Sternoptyx,pseudodiaphana,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,pseudopallida,LC,2015
ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,pseudosqualiolus,LC,2003
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Erythrura,psittacea,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,psittacus,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Anacropora,puertogalerae,VU,2014
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Bavayia,pulchella,NT,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,VERBENACEAE,Oxera,pulchella,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,VERBENACEAE,Oxera,pulchella,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,DILLENIACEAE,Hibbertia,pulchella,LC,2015
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,pulchra,LC,2008
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,pulicarius,LC,2013
ANIMALIA,MOLLUSCA,GASTROPODA,CYCLONERITIMORPHA,NERITIDAE,Neritina,pulligera,LC,2011
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Parantica,pumila,LR/lc,1996
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Metrosideros,punctata,VU,1998
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARALES,LEMNACEAE,Landoltia,punctata,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Sargocentron,punctatissimum,LC,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,punctatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Exyrias,puntang,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Leptastrea,purpurea,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,purpureum,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Lampanyctus,pusillus,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EBENALES,EBENACEAE,Diospyros,pustulata,VU,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Photostylus,pycnopterus,LC,2015
ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,BOLITAENIDAE,Bolitaena,pygmaea,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,pyroferus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,pyrrostethus,LC,2012
ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,quadrispinosa,NT,2009
ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Rhinomuraena,quaesita,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Cirripectes,quagga,LC,2014
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,quercinus,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,quinquevittatum,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,quoyi,LC,2012
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,COMBRETACEAE,Lumnitzera,racemosa,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Symphyllia,radians,LC,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Acreichthys,radiatus,LC,2016
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,radicalis,NT,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,rafflesii,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Scorpaenopsis,ramaraoi,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,rambleri,DD,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,randalli,LC,2014
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Nannoscincus,rankini,VU,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,EXOCOETIDAE,Cheilopogon,rapanouiensis,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Loweina,rara,LC,2015
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,rattus,LC,2013
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,recluzianus,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Symphyllia,recta,LC,2008
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Arctides,regalis,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,CETOMIMIFORMES,CETOMIMIDAE,Cetostoma,regani,DD,2015
ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Platalea,regia,LC,2012
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Plerandra,reginae,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Hygophum,reinhardtii,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ECHENEIDAE,Remora,remora,LC,2015
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Caledoniscincus,renevieri,EN,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,reniformis,VU,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,repanda,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RUBIALES,RUBIACEAE,Dentella,repens,LC,2011
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,CYPERALES,GRAMINEAE,Brachiaria,reptans,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Notoscopelus,resplendens,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Arothron,reticularis,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Tristaniopsis,reticulata,VU,1998
ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE,Enoploteuthis,reticulata,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,reticulatus,DD,2010
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Eduarctus,reticulatus,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,DIODONTIDAE,Chilomycterus,reticulatus,LC,2015
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,retifer,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Goniastrea,retiformis,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,retouti,DD,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Plagiotremus,rhinorhynchos,LC,2014
ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,THYSANOTEUTHIDAE,Thysanoteuthis,rhombus,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,rhothion,LC,2014
ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Spatula,rhynchotis,LC,2012
ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,VITRELEDONELLIDAE,Vitreledonella,richardi,LC,2014
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,richardsae,DD,2013
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,richeri,DD,2013
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,rigida,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Hydnophora,rigida,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Istigobius,rigilius,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE,Semecarpus,riparia,EN,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Seriola,rivoliana,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,rivulatus,LC,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,rivulatus,LC,2012
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CUNONIACEAE,Pancheria,robusta,LR/cd,1998
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Sandalolitha,robusta,LC,2008
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Bavayia,robusta,NT,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,robusta,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Lobophyllia,robusta,LC,2014
ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MINIOPTERIDAE,Miniopterus,robustior,EN,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MORIDAE,Laemonema,robustum,DD,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bassozetus,robustus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,MELAMPHAIDAE,Scopeloberyx,robustus,DD,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Aethaloperca,rogaa,DD,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,rosaria,DD,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,rosaria,VU,2008
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Cupaniopsis,rosea,EN,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,roseafascia,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MORIDAE,Physiculus,roseus,LC,2010
ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Gyraulus,rossiteri,DD,2011
ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,rostrata,NT,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MORIDAE,Antimora,rostrata,LC,2015
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,rotumana,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Neomerinthe,rotunda,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,rotundata,NT,2008
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,NAJADALES,CYMODOCEACEAE,Cymodocea,rotundata,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CUNONIACEAE,Cunonia,rotundifolia,LR/cd,1998
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Cupaniopsis,rotundifolia,EN,1998
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Acanthastrea,rotundoflora,NT,2014
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Leiorhagium,ruali,EN,2011
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Caridina,rubella,LC,2013
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Bathyarctus,rubens,LC,2011
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,DILLENIACEAE,Hibbertia,rubescens,VU,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BRAMIDAE,Taractes,rubescens,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,rubicauda,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FLACOURTIACEAE,Homalium,rubiginosum,VU,1998
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Thelenota,rubralineata,DD,2013
ANIMALIA,CHORDATA,AVES,PHAETHONTIFORMES,PHAETHONTIDAE,Phaethon,rubricauda,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE,Apogon,rubrimacula,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FLACOURTIACEAE,Homalium,rubrocostatum,EN,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,rubroviolaceus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Terelabrus,rubrovittatus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Sargocentron,rubrum,LC,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,rudis,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,CETOMIMIFORMES,BARBOURISIIDAE,Barbourisia,rufa,LC,2015
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Sigaloseps,ruficauda,VU,2010
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ruficollis,NT,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Symbolophorus,rufinus,LC,2015
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PACHYCEPHALIDAE,Pachycephala,rufiventris,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,rufopileus,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pachyseris,rugosa,VU,2014
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Labidodemas,rugosum,LC,2013
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,ARAUCARIACEAE,Araucaria,rulei,EN,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,KUHLIIDAE,Kuhlia,rupestris,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,rus,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Decapterus,russelli,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,russelli,NT,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Stiphodon,rutilaureus,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,ryukyuensis,NT,2014
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthetrum,sabina,LC,2013
ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Egretta,sacra,LC,2012
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Laticauda,saintgironsi,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Montastrea,salebrosa,VU,2008
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Geijera,salicifolia,LR/nt,1998
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,samarensis,VU,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Neoniphon,sammara,LC,2016
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,samoana,DD,2013
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Rhizophora,samoensis,NT,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,samoensis,LC,2014
ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Todiramphus,sanctus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Amphiprion,sandaracinos,LC,2010
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,sanguinolentus,LC,2013
ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,LC,2008
ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Notoraja,sapphira,DD,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Stiphodon,sapphirinus,LC,2012
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,ARGIOLESTIDAE,Caledopteryx,sarasini,LC,2009
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Sicyopterus,sarasini,EN,2012
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Rhacodactylus,sarasinorum,VU,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,sarmentosa,LC,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,satterleei,LC,2015
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Bavayia,sauvagii,DD,2011
ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,AEGOTHELIDAE,Aegotheles,savesi,CR,2013
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,sazanka,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,scabra,LC,2008
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,scabra,EN,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,scabra,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Merulina,scabricula,LC,2014
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,CYPERALES,GRAMINEAE,Eragrostis,scabriflora,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,scapularis,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Lagocephalus,sceleratus,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Enchelycore,schismatorhynchus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,schlegeli,LC,2012
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,ARAUCARIACEAE,Araucaria,schmidii,VU,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,schoenleinii,NT,2004
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,URTICALES,MORACEAE,Streblus,sclerophyllus,VU,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,NEMICHTHYIDAE,Nemichthys,scolopaceus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Zebrasoma,scopas,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Amanses,scopas,LC,2016
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Pseudopanax,scopoliae,VU,1998
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,ARAUCARIACEAE,Araucaria,scopulorum,EN,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Aluterus,scriptus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHIASMODONTIDAE,Pseudoscopelus,scriptus,LC,2015
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,scruposa,LC,2014
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Stereomastis,sculpta,LC,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,scutaria,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,CENTRISCIDAE,Centriscus,scutatus,LC,2016
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,secale,NT,2014
